exchange,exchange_token,trading_symbol,groww_symbol,name,instrument_type,segment,series,isin,underlying_symbol,underlying_exchange_token,expiry_date,strike_price,lot_size,tick_size,freeze_quantity,is_reserved,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,146175,SBILIFE26AUG1980PE,NSE-SBILIFE-25Aug26-1980-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,1980,375,0.05,15001,0,1,1,SBILIFE26AUG1980PE,0
NSE,138355,SBICARD26JUL700PE,NSE-SBICARD-28Jul26-700-PE,,PE,FNO,,,SBICARD,17971,2026-07-28,700,800,0.05,40001,0,1,1,SBICARD26JUL700PE,0
NSE,145783,SBILIFE26AUG1080PE,NSE-SBILIFE-25Aug26-1080-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,1080,375,0.05,15001,1,1,1,SBILIFE26AUG1080PE,0
NSE,146115,SBILIFE26AUG1420PE,NSE-SBILIFE-25Aug26-1420-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,1420,375,0.05,15001,1,1,1,SBILIFE26AUG1420PE,0
NSE,142809,SBICARD26JUL590PE,NSE-SBICARD-28Jul26-590-PE,,PE,FNO,,,SBICARD,17971,2026-07-28,590,800,0.05,40001,0,1,1,SBICARD26JUL590PE,0
NSE,143428,SBILIFE26AUG2120CE,NSE-SBILIFE-25Aug26-2120-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2120,375,0.05,15001,0,1,1,SBILIFE26AUG2120CE,0
NSE,138358,SBICARD26JUL740CE,NSE-SBICARD-28Jul26-740-CE,,CE,FNO,,,SBICARD,17971,2026-07-28,740,800,0.05,40001,0,1,1,SBICARD26JUL740CE,0
NSE,145609,SBICARD26SEP480PE,NSE-SBICARD-29Sep26-480-PE,,PE,FNO,,,SBICARD,17971,2026-09-29,480,800,0.05,40001,1,1,1,SBICARD26SEP480PE,0
NSE,143409,SBILIFE26AUG2080PE,NSE-SBILIFE-25Aug26-2080-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2080,375,0.05,15001,0,1,1,SBILIFE26AUG2080PE,0
NSE,138349,SBICARD26JUL640PE,NSE-SBICARD-28Jul26-640-PE,,PE,FNO,,,SBICARD,17971,2026-07-28,640,800,0.05,40001,0,1,1,SBICARD26JUL640PE,0
NSE,143386,SBILIFE26AUG1640CE,NSE-SBILIFE-25Aug26-1640-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,1640,375,0.05,15001,0,1,1,SBILIFE26AUG1640CE,0
NSE,143393,SBILIFE26AUG1760PE,NSE-SBILIFE-25Aug26-1760-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,1760,375,0.05,15001,0,1,1,SBILIFE26AUG1760PE,0
NSE,142812,SBICARD26JUL630CE,NSE-SBICARD-28Jul26-630-CE,,CE,FNO,,,SBICARD,17971,2026-07-28,630,800,0.05,40001,0,1,1,SBICARD26JUL630CE,0
NSE,138366,SBICARD26JUL800CE,NSE-SBICARD-28Jul26-800-CE,,CE,FNO,,,SBICARD,17971,2026-07-28,800,800,0.05,40001,1,1,1,SBICARD26JUL800CE,0
NSE,145710,SBICARD26SEP640CE,NSE-SBICARD-29Sep26-640-CE,,CE,FNO,,,SBICARD,17971,2026-09-29,640,800,0.05,40001,0,1,1,SBICARD26SEP640CE,0
NSE,146138,SBILIFE26AUG1580CE,NSE-SBILIFE-25Aug26-1580-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,1580,375,0.05,15001,1,1,1,SBILIFE26AUG1580CE,0
NSE,145718,SBICARD26SEP700CE,NSE-SBICARD-29Sep26-700-CE,,CE,FNO,,,SBICARD,17971,2026-09-29,700,800,0.05,40001,0,1,1,SBICARD26SEP700CE,0
NSE,146163,SBILIFE26AUG1820PE,NSE-SBILIFE-25Aug26-1820-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,1820,375,0.05,15001,0,1,1,SBILIFE26AUG1820PE,0
NSE,143357,SBILIFE26AUG1200PE,NSE-SBILIFE-25Aug26-1200-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,1200,375,0.05,15001,1,1,1,SBILIFE26AUG1200PE,0
NSE,138320,SBICARD26JUL520CE,NSE-SBICARD-28Jul26-520-CE,,CE,FNO,,,SBICARD,17971,2026-07-28,520,800,0.05,40001,0,1,1,SBICARD26JUL520CE,0
NSE,145664,SBICARD26SEP600PE,NSE-SBICARD-29Sep26-600-PE,,PE,FNO,,,SBICARD,17971,2026-09-29,600,800,0.05,40001,0,1,1,SBICARD26SEP600PE,0
NSE,138677,SBILIFE26JUL1200CE,NSE-SBILIFE-28Jul26-1200-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1200,375,0.05,15001,1,1,1,SBILIFE26JUL1200CE,0
NSE,57996,SBILIFE26JUL2520CE,NSE-SBILIFE-28Jul26-2520-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2520,375,0.05,15001,1,1,1,SBILIFE26JUL2520CE,0
NSE,146462,SBILIFE26SEP2400CE,NSE-SBILIFE-29Sep26-2400-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,2400,375,0.05,15001,1,1,1,SBILIFE26SEP2400CE,0
NSE,138723,SBILIFE26JUL2000CE,NSE-SBILIFE-28Jul26-2000-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2000,375,0.05,15001,0,1,1,SBILIFE26JUL2000CE,0
NSE,143128,SBILIFE26JUL2180PE,NSE-SBILIFE-28Jul26-2180-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2180,375,0.05,15001,1,1,1,SBILIFE26JUL2180PE,0
NSE,146438,SBILIFE26SEP2120PE,NSE-SBILIFE-29Sep26-2120-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,2120,375,0.05,15001,1,1,1,SBILIFE26SEP2120PE,0
NSE,142934,SBILIFE26JUL1380PE,NSE-SBILIFE-28Jul26-1380-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1380,375,0.05,15001,1,1,1,SBILIFE26JUL1380PE,0
NSE,142976,SBILIFE26JUL1660CE,NSE-SBILIFE-28Jul26-1660-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1660,375,0.05,15001,0,1,1,SBILIFE26JUL1660CE,0
NSE,36492,SBILIFE26SEP2280CE,NSE-SBILIFE-29Sep26-2280-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,2280,375,0.05,15001,1,1,1,SBILIFE26SEP2280CE,0
NSE,142940,SBILIFE26JUL1500PE,NSE-SBILIFE-28Jul26-1500-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1500,375,0.05,15001,0,1,1,SBILIFE26JUL1500PE,0
NSE,146294,SBILIFE26SEP1600CE,NSE-SBILIFE-29Sep26-1600-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1600,375,0.05,15001,0,1,1,SBILIFE26SEP1600CE,0
NSE,142952,SBILIFE26JUL1620PE,NSE-SBILIFE-28Jul26-1620-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1620,375,0.05,15001,0,1,1,SBILIFE26JUL1620PE,0
NSE,138709,SBILIFE26JUL1720CE,NSE-SBILIFE-28Jul26-1720-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1720,375,0.05,15001,0,1,1,SBILIFE26JUL1720CE,0
NSE,143575,SBILIFE26AUG2480PE,NSE-SBILIFE-25Aug26-2480-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2480,375,0.05,15001,1,1,1,SBILIFE26AUG2480PE,0
NSE,146407,SBILIFE26SEP1960PE,NSE-SBILIFE-29Sep26-1960-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1960,375,0.05,15001,0,1,1,SBILIFE26SEP1960PE,0
NSE,43919,SBILIFE26JUL960PE,NSE-SBILIFE-28Jul26-960-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,960,375,0.05,15001,1,1,1,SBILIFE26JUL960PE,0
NSE,138691,SBILIFE26JUL1480CE,NSE-SBILIFE-28Jul26-1480-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1480,375,0.05,15001,1,1,1,SBILIFE26JUL1480CE,0
NSE,44452,SBILIFE26AUG2720PE,NSE-SBILIFE-25Aug26-2720-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2720,375,0.05,15001,1,1,1,SBILIFE26AUG2720PE,0
NSE,146287,SBILIFE26SEP1440PE,NSE-SBILIFE-29Sep26-1440-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1440,375,0.05,15001,1,1,1,SBILIFE26SEP1440PE,0
NSE,138722,SBILIFE26JUL1960PE,NSE-SBILIFE-28Jul26-1960-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1960,375,0.05,15001,0,1,1,SBILIFE26JUL1960PE,0
NSE,138690,SBILIFE26JUL1440PE,NSE-SBILIFE-28Jul26-1440-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1440,375,0.05,15001,0,1,1,SBILIFE26JUL1440PE,0
NSE,138742,SBILIFE26JUL2360PE,NSE-SBILIFE-28Jul26-2360-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2360,375,0.05,15001,1,1,1,SBILIFE26JUL2360PE,0
NSE,146288,SBILIFE26SEP1480CE,NSE-SBILIFE-29Sep26-1480-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1480,375,0.05,15001,1,1,1,SBILIFE26SEP1480CE,0
NSE,146222,SBILIFE26AUG2300CE,NSE-SBILIFE-25Aug26-2300-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2300,375,0.05,15001,1,1,1,SBILIFE26AUG2300CE,0
NSE,142945,SBILIFE26JUL1540CE,NSE-SBILIFE-28Jul26-1540-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1540,375,0.05,15001,1,1,1,SBILIFE26JUL1540CE,0
NSE,146307,SBILIFE26SEP1720PE,NSE-SBILIFE-29Sep26-1720-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1720,375,0.05,15001,0,1,1,SBILIFE26SEP1720PE,0
NSE,138684,SBILIFE26JUL1320PE,NSE-SBILIFE-28Jul26-1320-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1320,375,0.05,15001,1,1,1,SBILIFE26JUL1320PE,0
NSE,146409,SBILIFE26SEP2000PE,NSE-SBILIFE-29Sep26-2000-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,2000,375,0.05,15001,0,1,1,SBILIFE26SEP2000PE,0
NSE,138730,SBILIFE26JUL2120PE,NSE-SBILIFE-28Jul26-2120-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2120,375,0.05,15001,0,1,1,SBILIFE26JUL2120PE,0
NSE,143578,SBILIFE26AUG2640CE,NSE-SBILIFE-25Aug26-2640-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2640,375,0.05,15001,1,1,1,SBILIFE26AUG2640CE,0
NSE,143523,SBILIFE26AUG2320PE,NSE-SBILIFE-25Aug26-2320-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2320,375,0.05,15001,1,1,1,SBILIFE26AUG2320PE,0
NSE,142981,SBILIFE26JUL1740PE,NSE-SBILIFE-28Jul26-1740-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1740,375,0.05,15001,0,1,1,SBILIFE26JUL1740PE,0
NSE,138749,SBILIFE26JUL2640CE,NSE-SBILIFE-28Jul26-2640-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2640,375,0.05,15001,1,1,1,SBILIFE26JUL2640CE,0
NSE,143120,SBILIFE26JUL2060PE,NSE-SBILIFE-28Jul26-2060-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2060,375,0.05,15001,0,1,1,SBILIFE26JUL2060PE,0
NSE,138731,SBILIFE26JUL2160CE,NSE-SBILIFE-28Jul26-2160-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2160,375,0.05,15001,0,1,1,SBILIFE26JUL2160CE,0
NSE,146429,SBILIFE26SEP2040CE,NSE-SBILIFE-29Sep26-2040-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,2040,375,0.05,15001,0,1,1,SBILIFE26SEP2040CE,0
NSE,142992,SBILIFE26JUL1780CE,NSE-SBILIFE-28Jul26-1780-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1780,375,0.05,15001,0,1,1,SBILIFE26JUL1780CE,0
NSE,143129,SBILIFE26JUL2220CE,NSE-SBILIFE-28Jul26-2220-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2220,375,0.05,15001,1,1,1,SBILIFE26JUL2220CE,0
NSE,38023,SBILIFE26JUL1260PE,NSE-SBILIFE-28Jul26-1260-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1260,375,0.05,15001,1,1,1,SBILIFE26JUL1260PE,0
NSE,146441,SBILIFE26SEP2160CE,NSE-SBILIFE-29Sep26-2160-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,2160,375,0.05,15001,1,1,1,SBILIFE26SEP2160CE,0
NSE,138685,SBILIFE26JUL1360CE,NSE-SBILIFE-28Jul26-1360-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1360,375,0.05,15001,1,1,1,SBILIFE26JUL1360CE,0
NSE,138708,SBILIFE26JUL1680PE,NSE-SBILIFE-28Jul26-1680-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1680,375,0.05,15001,0,1,1,SBILIFE26JUL1680PE,0
NSE,146274,SBILIFE26SEP1200CE,NSE-SBILIFE-29Sep26-1200-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1200,375,0.05,15001,1,1,1,SBILIFE26SEP1200CE,0
NSE,36493,SBILIFE26SEP2280PE,NSE-SBILIFE-29Sep26-2280-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,2280,375,0.05,15001,1,1,1,SBILIFE26SEP2280PE,0
NSE,146227,SBILIFE26AUG2600PE,NSE-SBILIFE-25Aug26-2600-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2600,375,0.05,15001,1,1,1,SBILIFE26AUG2600PE,0
NSE,58377,SBILIFE26AUGFUT,NSE-SBILIFE-25Aug26-FUT,,FUT,FNO,,,SBILIFE,21808,2026-08-25,-0.01,375,0.1,15001,0,1,1,SBILIFE26AUGFUT,0
NSE,138735,SBILIFE26JUL2240CE,NSE-SBILIFE-28Jul26-2240-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2240,375,0.05,15001,1,1,1,SBILIFE26JUL2240CE,0
NSE,143133,SBILIFE26JUL2300CE,NSE-SBILIFE-28Jul26-2300-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2300,375,0.05,15001,1,1,1,SBILIFE26JUL2300CE,0
NSE,146312,SBILIFE26SEP1840CE,NSE-SBILIFE-29Sep26-1840-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1840,375,0.05,15001,0,1,1,SBILIFE26SEP1840CE,0
NSE,138746,SBILIFE26JUL2480PE,NSE-SBILIFE-28Jul26-2480-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2480,375,0.05,15001,1,1,1,SBILIFE26JUL2480PE,0
NSE,146231,SBILIFE26SEP1040PE,NSE-SBILIFE-29Sep26-1040-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1040,375,0.05,15001,1,1,1,SBILIFE26SEP1040PE,0
NSE,146281,SBILIFE26SEP1360CE,NSE-SBILIFE-29Sep26-1360-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1360,375,0.05,15001,1,1,1,SBILIFE26SEP1360CE,0
NSE,138715,SBILIFE26JUL1840CE,NSE-SBILIFE-28Jul26-1840-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1840,375,0.05,15001,0,1,1,SBILIFE26JUL1840CE,0
NSE,142935,SBILIFE26JUL1420CE,NSE-SBILIFE-28Jul26-1420-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1420,375,0.05,15001,1,1,1,SBILIFE26JUL1420CE,0
NSE,142925,SBILIFE26JUL1080CE,NSE-SBILIFE-28Jul26-1080-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1080,375,0.05,15001,1,1,1,SBILIFE26JUL1080CE,0
NSE,138668,SBILIFE26JUL1040PE,NSE-SBILIFE-28Jul26-1040-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1040,375,0.05,15001,1,1,1,SBILIFE26JUL1040PE,0
NSE,138714,SBILIFE26JUL1800PE,NSE-SBILIFE-28Jul26-1800-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1800,375,0.05,15001,0,1,1,SBILIFE26JUL1800PE,0
NSE,143066,SBILIFE26JUL1900CE,NSE-SBILIFE-28Jul26-1900-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1900,375,0.05,15001,0,1,1,SBILIFE26JUL1900CE,0
NSE,143524,SBILIFE26AUG2360CE,NSE-SBILIFE-25Aug26-2360-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2360,375,0.05,15001,1,1,1,SBILIFE26AUG2360CE,0
NSE,146280,SBILIFE26SEP1320PE,NSE-SBILIFE-29Sep26-1320-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1320,375,0.05,15001,1,1,1,SBILIFE26SEP1320PE,0
NSE,142932,SBILIFE26JUL1340PE,NSE-SBILIFE-28Jul26-1340-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1340,375,0.05,15001,1,1,1,SBILIFE26JUL1340PE,0
NSE,44449,SBILIFE26AUG2720CE,NSE-SBILIFE-25Aug26-2720-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2720,375,0.05,15001,1,1,1,SBILIFE26AUG2720CE,0
NSE,146300,SBILIFE26SEP1680PE,NSE-SBILIFE-29Sep26-1680-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1680,375,0.05,15001,0,1,1,SBILIFE26SEP1680PE,0
NSE,138725,SBILIFE26JUL2040CE,NSE-SBILIFE-28Jul26-2040-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2040,375,0.05,15001,0,1,1,SBILIFE26JUL2040CE,0
NSE,41965,SBILIFE26AUG2380PE,NSE-SBILIFE-25Aug26-2380-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2380,375,0.05,15001,1,1,1,SBILIFE26AUG2380PE,0
NSE,142994,SBILIFE26JUL1820CE,NSE-SBILIFE-28Jul26-1820-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1820,375,0.05,15001,0,1,1,SBILIFE26JUL1820CE,0
NSE,138682,SBILIFE26JUL1280PE,NSE-SBILIFE-28Jul26-1280-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1280,375,0.05,15001,1,1,1,SBILIFE26JUL1280PE,0
NSE,142933,SBILIFE26JUL1380CE,NSE-SBILIFE-28Jul26-1380-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1380,375,0.05,15001,1,1,1,SBILIFE26JUL1380CE,0
NSE,138724,SBILIFE26JUL2000PE,NSE-SBILIFE-28Jul26-2000-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2000,375,0.05,15001,0,1,1,SBILIFE26JUL2000PE,0
NSE,143123,SBILIFE26JUL2100CE,NSE-SBILIFE-28Jul26-2100-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2100,375,0.05,15001,1,1,1,SBILIFE26JUL2100CE,0
NSE,143573,SBILIFE26AUG2440PE,NSE-SBILIFE-25Aug26-2440-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2440,375,0.05,15001,1,1,1,SBILIFE26AUG2440PE,0
NSE,138711,SBILIFE26JUL1760CE,NSE-SBILIFE-28Jul26-1760-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1760,375,0.05,15001,0,1,1,SBILIFE26JUL1760CE,0
NSE,142977,SBILIFE26JUL1660PE,NSE-SBILIFE-28Jul26-1660-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1660,375,0.05,15001,0,1,1,SBILIFE26JUL1660PE,0
NSE,146465,SBILIFE26SEP2480PE,NSE-SBILIFE-29Sep26-2480-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,2480,375,0.05,15001,1,1,1,SBILIFE26SEP2480PE,0
NSE,138689,SBILIFE26JUL1440CE,NSE-SBILIFE-28Jul26-1440-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1440,375,0.05,15001,1,1,1,SBILIFE26JUL1440CE,0
NSE,143574,SBILIFE26AUG2480CE,NSE-SBILIFE-25Aug26-2480-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2480,375,0.05,15001,1,1,1,SBILIFE26AUG2480CE,0
NSE,146308,SBILIFE26SEP1760CE,NSE-SBILIFE-29Sep26-1760-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1760,375,0.05,15001,0,1,1,SBILIFE26SEP1760CE,0
NSE,142928,SBILIFE26JUL1160PE,NSE-SBILIFE-28Jul26-1160-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1160,375,0.05,15001,1,1,1,SBILIFE26JUL1160PE,0
NSE,146285,SBILIFE26SEP1400PE,NSE-SBILIFE-29Sep26-1400-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1400,375,0.05,15001,1,1,1,SBILIFE26SEP1400PE,0
NSE,138741,SBILIFE26JUL2360CE,NSE-SBILIFE-28Jul26-2360-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2360,375,0.05,15001,1,1,1,SBILIFE26JUL2360CE,0
NSE,143577,SBILIFE26AUG2560PE,NSE-SBILIFE-25Aug26-2560-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,2560,375,0.05,15001,1,1,1,SBILIFE26AUG2560PE,0
NSE,138710,SBILIFE26JUL1720PE,NSE-SBILIFE-28Jul26-1720-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1720,375,0.05,15001,0,1,1,SBILIFE26JUL1720PE,0
NSE,61288,SBILIFE26JULFUT,NSE-SBILIFE-28Jul26-FUT,,FUT,FNO,,,SBILIFE,21808,2026-07-28,-0.01,375,0.1,15001,0,1,1,SBILIFE26JULFUT,0
NSE,146286,SBILIFE26SEP1440CE,NSE-SBILIFE-29Sep26-1440-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1440,375,0.05,15001,1,1,1,SBILIFE26SEP1440CE,0
NSE,146442,SBILIFE26SEP2160PE,NSE-SBILIFE-29Sep26-2160-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,2160,375,0.05,15001,1,1,1,SBILIFE26SEP2160PE,0
NSE,138740,SBILIFE26JUL2320PE,NSE-SBILIFE-28Jul26-2320-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2320,375,0.05,15001,1,1,1,SBILIFE26JUL2320PE,0
NSE,143132,SBILIFE26JUL2260PE,NSE-SBILIFE-28Jul26-2260-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2260,375,0.05,15001,1,1,1,SBILIFE26JUL2260PE,0
NSE,143205,SBILIFE26JUL2600PE,NSE-SBILIFE-28Jul26-2600-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2600,375,0.05,15001,1,1,1,SBILIFE26JUL2600PE,0
NSE,138688,SBILIFE26JUL1400PE,NSE-SBILIFE-28Jul26-1400-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1400,375,0.05,15001,1,1,1,SBILIFE26JUL1400PE,0
NSE,142939,SBILIFE26JUL1500CE,NSE-SBILIFE-28Jul26-1500-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1500,375,0.05,15001,1,1,1,SBILIFE26JUL1500CE,0
NSE,146460,SBILIFE26SEP2320CE,NSE-SBILIFE-29Sep26-2320-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,2320,375,0.05,15001,1,1,1,SBILIFE26SEP2320CE,0
NSE,143320,SBILIFE26AUG960PE,NSE-SBILIFE-25Aug26-960-PE,,PE,FNO,,,SBILIFE,21808,2026-08-25,960,375,0.05,15001,1,1,1,SBILIFE26AUG960PE,0
NSE,146430,SBILIFE26SEP2040PE,NSE-SBILIFE-29Sep26-2040-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,2040,375,0.05,15001,0,1,1,SBILIFE26SEP2040PE,0
NSE,143130,SBILIFE26JUL2220PE,NSE-SBILIFE-28Jul26-2220-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2220,375,0.05,15001,1,1,1,SBILIFE26JUL2220PE,0
NSE,138732,SBILIFE26JUL2160PE,NSE-SBILIFE-28Jul26-2160-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2160,375,0.05,15001,0,1,1,SBILIFE26JUL2160PE,0
NSE,38021,SBILIFE26JUL1260CE,NSE-SBILIFE-28Jul26-1260-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1260,375,0.05,15001,1,1,1,SBILIFE26JUL1260CE,0
NSE,143067,SBILIFE26JUL1900PE,NSE-SBILIFE-28Jul26-1900-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1900,375,0.05,15001,0,1,1,SBILIFE26JUL1900PE,0
NSE,146278,SBILIFE26SEP1280PE,NSE-SBILIFE-29Sep26-1280-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1280,375,0.05,15001,1,1,1,SBILIFE26SEP1280PE,0
NSE,68781,SBILIFE26SEPFUT,NSE-SBILIFE-29Sep26-FUT,,FUT,FNO,,,SBILIFE,21808,2026-09-29,-0.01,375,0.1,15001,0,1,1,SBILIFE26SEPFUT,0
NSE,138699,SBILIFE26JUL1600CE,NSE-SBILIFE-28Jul26-1600-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1600,375,0.05,15001,0,1,1,SBILIFE26JUL1600CE,0
NSE,142993,SBILIFE26JUL1780PE,NSE-SBILIFE-28Jul26-1780-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,1780,375,0.05,15001,0,1,1,SBILIFE26JUL1780PE,0
NSE,146226,SBILIFE26AUG2600CE,NSE-SBILIFE-25Aug26-2600-CE,,CE,FNO,,,SBILIFE,21808,2026-08-25,2600,375,0.05,15001,1,1,1,SBILIFE26AUG2600CE,0
NSE,138683,SBILIFE26JUL1320CE,NSE-SBILIFE-28Jul26-1320-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1320,375,0.05,15001,1,1,1,SBILIFE26JUL1320CE,0
NSE,146293,SBILIFE26SEP1560PE,NSE-SBILIFE-29Sep26-1560-PE,,PE,FNO,,,SBILIFE,21808,2026-09-29,1560,375,0.05,15001,1,1,1,SBILIFE26SEP1560PE,0
NSE,146301,SBILIFE26SEP1720CE,NSE-SBILIFE-29Sep26-1720-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1720,375,0.05,15001,0,1,1,SBILIFE26SEP1720CE,0
NSE,143204,SBILIFE26JUL2600CE,NSE-SBILIFE-28Jul26-2600-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,2600,375,0.05,15001,1,1,1,SBILIFE26JUL2600CE,0
NSE,146279,SBILIFE26SEP1320CE,NSE-SBILIFE-29Sep26-1320-CE,,CE,FNO,,,SBILIFE,21808,2026-09-29,1320,375,0.05,15001,1,1,1,SBILIFE26SEP1320CE,0
NSE,143068,SBILIFE26JUL1940CE,NSE-SBILIFE-28Jul26-1940-CE,,CE,FNO,,,SBILIFE,21808,2026-07-28,1940,375,0.05,15001,0,1,1,SBILIFE26JUL1940CE,0
NSE,41960,SBILIFE26JUL2380PE,NSE-SBILIFE-28Jul26-2380-PE,,PE,FNO,,,SBILIFE,21808,2026-07-28,2380,375,0.05,15001,1,1,1,SBILIFE26JUL2380PE,0
